K,Dimension,Number of Points,Time,Distribution
8,3,3200,0.000259351,Uniform
9,3,3200,0.000284389,Uniform
10,3,3200,0.000298609,Uniform
11,3,3200,0.000326407,Uniform
1,3,6400,6.83106e-05,Uniform
2,3,6400,0.000108283,Uniform
3,3,6400,0.00014572,Uniform
4,3,6400,0.00019104,Uniform
5,3,6400,0.000227889,Uniform
6,3,6400,0.000262352,Uniform
7,3,6400,0.000402634,Uniform
8,3,6400,0.0003563,Uniform
9,3,6400,0.000394936,Uniform
10,3,6400,0.000410542,Uniform
11,3,6400,0.000445652,Uniform
1,3,12800,7.26382e-05,Uniform
2,3,12800,0.000121126,Uniform
3,3,12800,0.000164161,Uniform
4,3,12800,0.000211657,Uniform
5,3,12800,0.000251527,Uniform
6,3,12800,0.000287795,Uniform
7,3,12800,0.000333784,Uniform
8,3,12800,0.000386832,Uniform
9,3,12800,0.000434637,Uniform
10,3,12800,0.000457884,Uniform
11,3,12800,0.0005042,Uniform
1,3,25600,9.00133e-05,Uniform
2,3,25600,0.000157615,Uniform
3,3,25600,0.000224229,Uniform
4,3,25600,0.000313068,Uniform
5,3,25600,0.000375184,Uniform
6,3,25600,0.000441759,Uniform
7,3,25600,0.000496724,Uniform
8,3,25600,0.000572497,Uniform
9,3,25600,0.000637689,Uniform
10,3,25600,0.000675348,Uniform
11,3,25600,0.000737542,Uniform
1,3,51200,0.00016878,Uniform
2,3,51200,0.000293443,Uniform
3,3,51200,0.000375269,Uniform
4,3,51200,0.000503507,Uniform
5,3,51200,0.000572377,Uniform
6,3,51200,0.000639702,Uniform
7,3,51200,0.000713718,Uniform
8,3,51200,0.000828186,Uniform
9,3,51200,0.000991098,Uniform
10,3,51200,0.000965713,Uniform
11,3,51200,0.00104458,Uniform
1,3,102400,0.000156927,Uniform
2,3,102400,0.000286999,Uniform
3,3,102400,0.000413674,Uniform
4,3,102400,0.000577815,Uniform
5,3,102400,0.000665838,Uniform
6,3,102400,0.000762269,Uniform
7,3,102400,0.000867913,Uniform
8,3,102400,0.00100575,Uniform
9,3,102400,0.00115644,Uniform
10,3,102400,0.001192,Uniform
11,3,102400,0.00130598,Uniform
1,3,204800,0.000218983,Uniform
2,3,204800,0.000395059,Uniform
3,3,204800,0.000622202,Uniform
4,3,204800,0.000833432,Uniform
5,3,204800,0.00100636,Uniform
6,3,204800,0.00113084,Uniform
7,3,204800,0.00130441,Uniform
8,3,204800,0.0015601,Uniform
9,3,204800,0.00176927,Uniform
10,3,204800,0.00185982,Uniform
11,3,204800,0.00202791,Uniform
1,3,409600,0.000310631,Uniform
2,3,409600,0.000580361,Uniform
3,3,409600,0.000850324,Uniform
4,3,409600,0.00112929,Uniform
5,3,409600,0.00139094,Uniform
6,3,409600,0.00158859,Uniform
7,3,409600,0.00182009,Uniform
8,3,409600,0.00207158,Uniform
9,3,409600,0.0023523,Uniform
10,3,409600,0.00248238,Uniform
11,3,409600,0.00272036,Uniform
1,3,819200,0.000464869,Uniform
2,3,819200,0.000796697,Uniform
3,3,819200,0.00115123,Uniform
4,3,819200,0.00151217,Uniform
5,3,819200,0.00184989,Uniform
6,3,819200,0.00211294,Uniform
7,3,819200,0.00242696,Uniform
8,3,819200,0.00278746,Uniform
9,3,819200,0.00311541,Uniform
10,3,819200,0.0033209,Uniform
11,3,819200,0.00364782,Uniform
1,3,50,1.04813e-05,Gaussian
2,3,50,1.32214e-05,Gaussian
3,3,50,1.58157e-05,Gaussian
4,3,50,1.78944e-05,Gaussian
5,3,50,2.06633e-05,Gaussian
6,3,50,2.33774e-05,Gaussian
7,3,50,2.43655e-05,Gaussian
8,3,50,2.72535e-05,Gaussian
9,3,50,2.86545e-05,Gaussian
10,3,50,2.89848e-05,Gaussian
11,3,50,3.11341e-05,Gaussian
1,3,100,1.42165e-05,Gaussian
2,3,100,1.80682e-05,Gaussian
3,3,100,3.24155e-05,Gaussian
4,3,100,2.73381e-05,Gaussian
5,3,100,3.22157e-05,Gaussian
6,3,100,3.41799e-05,Gaussian
7,3,100,3.66366e-05,Gaussian
8,3,100,4.16383e-05,Gaussian
9,3,100,4.60156e-05,Gaussian
10,3,100,4.66809e-05,Gaussian
11,3,100,4.98193e-05,Gaussian
1,3,200,1.7679e-05,Gaussian
2,3,200,2.2804e-05,Gaussian
3,3,200,2.80133e-05,Gaussian
4,3,200,3.43338e-05,Gaussian
5,3,200,3.90357e-05,Gaussian
6,3,200,4.1446e-05,Gaussian
7,3,200,4.49174e-05,Gaussian
8,3,200,5.15585e-05,Gaussian
9,3,200,5.83465e-05,Gaussian
10,3,200,6.00683e-05,Gaussian
11,3,200,6.36563e-05,Gaussian
1,3,400,2.32044e-05,Gaussian
2,3,400,4.08785e-05,Gaussian
3,3,400,5.06615e-05,Gaussian
4,3,400,6.46388e-05,Gaussian
5,3,400,7.39045e-05,Gaussian
6,3,400,8.03972e-05,Gaussian
7,3,400,8.72696e-05,Gaussian
8,3,400,0.000100565,Gaussian
9,3,400,0.000110673,Gaussian
10,3,400,0.000114128,Gaussian
11,3,400,0.000122054,Gaussian
1,3,800,3.02534e-05,Gaussian
2,3,800,4.4744e-05,Gaussian
3,3,800,5.56676e-05,Gaussian
4,3,800,7.18639e-05,Gaussian
5,3,800,8.16957e-05,Gaussian
6,3,800,8.86992e-05,Gaussian
7,3,800,9.66975e-05,Gaussian
8,3,800,0.000109843,Gaussian
9,3,800,0.000120462,Gaussian
10,3,800,0.000126435,Gaussian
11,3,800,0.000135547,Gaussian
1,3,1600,5.02434e-05,Gaussian
2,3,1600,6.94763e-05,Gaussian
3,3,1600,8.72802e-05,Gaussian
4,3,1600,0.000110544,Gaussian
5,3,1600,0.00012546,Gaussian
6,3,1600,0.0001384,Gaussian
7,3,1600,0.000153292,Gaussian
8,3,1600,0.000173795,Gaussian
9,3,1600,0.000191611,Gaussian
10,3,1600,0.000199797,Gaussian
11,3,1600,0.000215225,Gaussian
1,3,3200,5.17826e-05,Gaussian
2,3,3200,9.39525e-05,Gaussian
3,3,3200,0.000118759,Gaussian
4,3,3200,0.000149897,Gaussian
5,3,3200,0.000178413,Gaussian
6,3,3200,0.000197548,Gaussian
7,3,3200,0.000218683,Gaussian
8,3,3200,0.000250095,Gaussian
9,3,3200,0.000275593,Gaussian
10,3,3200,0.000289968,Gaussian
11,3,3200,0.000309613,Gaussian
1,3,6400,7.86083e-05,Gaussian
2,3,6400,0.000120898,Gaussian
3,3,6400,0.000152841,Gaussian
4,3,6400,0.000194432,Gaussian
5,3,6400,0.000234058,Gaussian
6,3,6400,0.000262066,Gaussian
7,3,6400,0.000297505,Gaussian
8,3,6400,0.000340369,Gaussian
9,3,6400,0.000375465,Gaussian
10,3,6400,0.000395194,Gaussian
11,3,6400,0.000430037,Gaussian
1,3,12800,8.09287e-05,Gaussian
2,3,12800,0.000129821,Gaussian
3,3,12800,0.000170166,Gaussian
4,3,12800,0.000216015,Gaussian
5,3,12800,0.000261592,Gaussian
6,3,12800,0.000298431,Gaussian
7,3,12800,0.000343709,Gaussian
8,3,12800,0.000438304,Gaussian
9,3,12800,0.000429137,Gaussian
10,3,12800,0.000450257,Gaussian
11,3,12800,0.00048791,Gaussian
1,3,25600,0.000145595,Gaussian
2,3,25600,0.000233575,Gaussian
3,3,25600,0.000309838,Gaussian
4,3,25600,0.000381963,Gaussian
5,3,25600,0.00044414,Gaussian
6,3,25600,0.000504918,Gaussian
7,3,25600,0.000567065,Gaussian
8,3,25600,0.00065158,Gaussian
9,3,25600,0.000716389,Gaussian
10,3,25600,0.000760804,Gaussian
11,3,25600,0.000818016,Gaussian
1,3,51200,0.000157252,Gaussian
2,3,51200,0.000248274,Gaussian
3,3,51200,0.000325734,Gaussian
4,3,51200,0.000424307,Gaussian
5,3,51200,0.000515384,Gaussian
6,3,51200,0.000581413,Gaussian
7,3,51200,0.000650126,Gaussian
8,3,51200,0.00075417,Gaussian
9,3,51200,0.000842178,Gaussian
10,3,51200,0.000966417,Gaussian
11,3,51200,0.000960402,Gaussian
1,3,102400,0.00025139,Gaussian
2,3,102400,0.000414588,Gaussian
3,3,102400,0.000540807,Gaussian
4,3,102400,0.000693028,Gaussian
5,3,102400,0.000806523,Gaussian
6,3,102400,0.000902028,Gaussian
7,3,102400,0.00101119,Gaussian
8,3,102400,0.00119103,Gaussian
9,3,102400,0.00127106,Gaussian
10,3,102400,0.0013443,Gaussian
11,3,102400,0.00145384,Gaussian
1,3,204800,0.000215196,Gaussian
2,3,204800,0.000428377,Gaussian
3,3,204800,0.000589306,Gaussian
4,3,204800,0.000833532,Gaussian
5,3,204800,0.00101134,Gaussian
6,3,204800,0.00114751,Gaussian
7,3,204800,0.00130763,Gaussian
8,3,204800,0.00150123,Gaussian
9,3,204800,0.00166077,Gaussian
10,3,204800,0.001736,Gaussian
11,3,204800,0.00190943,Gaussian
1,3,409600,0.000534392,Gaussian
2,3,409600,0.000893141,Gaussian
3,3,409600,0.00117312,Gaussian
4,3,409600,0.00148114,Gaussian
5,3,409600,0.00172692,Gaussian
6,3,409600,0.0018999,Gaussian
7,3,409600,0.00211923,Gaussian
8,3,409600,0.00241071,Gaussian
9,3,409600,0.00267591,Gaussian
10,3,409600,0.00285179,Gaussian
11,3,409600,0.00309219,Gaussian
1,3,819200,0.000467223,Gaussian
2,3,819200,0.000802367,Gaussian
3,3,819200,0.00113689,Gaussian
4,3,819200,0.001529,Gaussian
5,3,819200,0.00184816,Gaussian
6,3,819200,0.00208112,Gaussian
7,3,819200,0.00234753,Gaussian
8,3,819200,0.0026661,Gaussian
9,3,819200,0.00320908,Gaussian
10,3,819200,0.00326933,Gaussian
11,3,819200,0.00347509,Gaussian
1,4,50,1.17297e-05,Uniform
2,4,50,1.43381e-05,Uniform
3,4,50,1.77056e-05,Uniform
4,4,50,2.13098e-05,Uniform
5,4,50,2.41328e-05,Uniform
6,4,50,2.54097e-05,Uniform
7,4,50,2.70603e-05,Uniform
8,4,50,3.0008e-05,Uniform
9,4,50,3.34532e-05,Uniform
10,4,50,3.37309e-05,Uniform
11,4,50,3.58391e-05,Uniform
1,4,100,1.86588e-05,Uniform
2,4,100,2.53724e-05,Uniform
3,4,100,3.09414e-05,Uniform
4,4,100,3.61558e-05,Uniform
5,4,100,4.01982e-05,Uniform
6,4,100,4.29954e-05,Uniform
7,4,100,4.64285e-05,Uniform
8,4,100,5.17413e-05,Uniform
9,4,100,5.67523e-05,Uniform
10,4,100,5.85506e-05,Uniform
11,4,100,6.13279e-05,Uniform
1,4,200,2.61196e-05,Uniform
2,4,200,3.44516e-05,Uniform
3,4,200,4.34852e-05,Uniform
4,4,200,5.3412e-05,Uniform
5,4,200,6.02337e-05,Uniform
6,4,200,6.48306e-05,Uniform
7,4,200,6.97884e-05,Uniform
8,4,200,7.73667e-05,Uniform
9,4,200,8.30714e-05,Uniform
10,4,200,8.77473e-05,Uniform
11,4,200,9.42915e-05,Uniform
1,4,400,3.8953e-05,Uniform
2,4,400,5.57558e-05,Uniform
3,4,400,6.86717e-05,Uniform
4,4,400,8.27643e-05,Uniform
5,4,400,9.37602e-05,Uniform
6,4,400,0.000104254,Uniform
7,4,400,0.000114338,Uniform
8,4,400,0.000127204,Uniform
9,4,400,0.00013687,Uniform
10,4,400,0.000141293,Uniform
11,4,400,0.000152074,Uniform
1,4,800,5.04504e-05,Uniform
2,4,800,7.64386e-05,Uniform
3,4,800,9.97023e-05,Uniform
4,4,800,0.000120206,Uniform
5,4,800,0.000138808,Uniform
6,4,800,0.000149986,Uniform
7,4,800,0.000177764,Uniform
8,4,800,0.000186088,Uniform
9,4,800,0.000202915,Uniform
10,4,800,0.000209081,Uniform
11,4,800,0.000224829,Uniform
1,4,1600,5.83631e-05,Uniform
2,4,1600,8.36164e-05,Uniform
3,4,1600,0.000109441,Uniform
4,4,1600,0.000130074,Uniform
5,4,1600,0.000146594,Uniform
6,4,1600,0.000161545,Uniform
7,4,1600,0.000178236,Uniform
8,4,1600,0.000199839,Uniform
9,4,1600,0.000238202,Uniform
10,4,1600,0.000226537,Uniform
11,4,1600,0.000240816,Uniform
1,4,3200,9.42789e-05,Uniform
2,4,3200,0.000129296,Uniform
3,4,3200,0.000152632,Uniform
4,4,3200,0.000184066,Uniform
5,4,3200,0.000211818,Uniform
6,4,3200,0.000228191,Uniform
7,4,3200,0.000247981,Uniform
8,4,3200,0.000274921,Uniform
9,4,3200,0.000299126,Uniform
10,4,3200,0.000312128,Uniform
11,4,3200,0.000333802,Uniform
1,4,6400,0.000116766,Uniform
2,4,6400,0.000176824,Uniform
3,4,6400,0.000237864,Uniform
4,4,6400,0.000295591,Uniform
5,4,6400,0.000338683,Uniform
6,4,6400,0.0003723,Uniform
7,4,6400,0.000419629,Uniform
8,4,6400,0.000469247,Uniform
9,4,6400,0.000512905,Uniform
10,4,6400,0.000534289,Uniform
11,4,6400,0.000573025,Uniform
1,4,12800,0.000181664,Uniform
2,4,12800,0.00025849,Uniform
3,4,12800,0.000311202,Uniform
4,4,12800,0.000366489,Uniform
5,4,12800,0.000414143,Uniform
6,4,12800,0.000452375,Uniform
7,4,12800,0.000492218,Uniform
8,4,12800,0.000546213,Uniform
9,4,12800,0.000588744,Uniform
10,4,12800,0.000614437,Uniform
11,4,12800,0.000663091,Uniform
1,4,25600,0.000208225,Uniform
2,4,25600,0.000327295,Uniform
3,4,25600,0.000431022,Uniform
4,4,25600,0.000521688,Uniform
5,4,25600,0.000595571,Uniform
6,4,25600,0.000657226,Uniform
7,4,25600,0.000792442,Uniform
8,4,25600,0.000807301,Uniform
9,4,25600,0.000887821,Uniform
10,4,25600,0.000929122,Uniform
11,4,25600,0.00098772,Uniform
1,4,51200,0.000328742,Uniform
2,4,51200,0.000444804,Uniform
3,4,51200,0.000543612,Uniform
4,4,51200,0.00065909,Uniform
5,4,51200,0.000739266,Uniform
6,4,51200,0.000809583,Uniform
7,4,51200,0.000896792,Uniform
8,4,51200,0.000998263,Uniform
9,4,51200,0.00108475,Uniform
10,4,51200,0.00113527,Uniform
11,4,51200,0.00123558,Uniform
1,4,102400,0.000335647,Uniform
2,4,102400,0.000558454,Uniform
3,4,102400,0.000635491,Uniform
4,4,102400,0.000779327,Uniform
5,4,102400,0.000898719,Uniform
6,4,102400,0.00100454,Uniform
7,4,102400,0.00112074,Uniform
8,4,102400,0.00125562,Uniform
9,4,102400,0.0013638,Uniform
10,4,102400,0.00145805,Uniform
11,4,102400,0.00154801,Uniform
1,4,204800,0.000379852,Uniform
2,4,204800,0.000574906,Uniform
3,4,204800,0.000754019,Uniform
4,4,204800,0.000923257,Uniform
5,4,204800,0.00105682,Uniform
6,4,204800,0.00117751,Uniform
7,4,204800,0.0013115,Uniform
8,4,204800,0.00144341,Uniform
9,4,204800,0.00156637,Uniform
10,4,204800,0.00165646,Uniform
11,4,204800,0.00184617,Uniform
1,4,409600,0.000505494,Uniform
2,4,409600,0.000794332,Uniform
3,4,409600,0.000998311,Uniform
4,4,409600,0.00121582,Uniform
5,4,409600,0.00139724,Uniform
6,4,409600,0.0015335,Uniform
7,4,409600,0.00170401,Uniform
8,4,409600,0.00188802,Uniform
9,4,409600,0.00205712,Uniform
10,4,409600,0.00216487,Uniform
11,4,409600,0.00231995,Uniform
1,4,819200,0.000553899,Uniform
2,4,819200,0.000980816,Uniform
3,4,819200,0.00123168,Uniform
4,4,819200,0.00151762,Uniform
5,4,819200,0.00175583,Uniform
6,4,819200,0.00195526,Uniform
7,4,819200,0.00217154,Uniform
8,4,819200,0.0024387,Uniform
9,4,819200,0.00267981,Uniform
10,4,819200,0.00283226,Uniform
11,4,819200,0.00303604,Uniform
1,4,50,1.36229e-05,Gaussian
2,4,50,1.71374e-05,Gaussian
3,4,50,1.96573e-05,Gaussian
4,4,50,2.22107e-05,Gaussian
5,4,50,2.62735e-05,Gaussian
6,4,50,2.74528e-05,Gaussian
7,4,50,2.94843e-05,Gaussian
8,4,50,3.302e-05,Gaussian
9,4,50,3.58265e-05,Gaussian
10,4,50,3.63677e-05,Gaussian
11,4,50,3.85443e-05,Gaussian
1,4,100,1.9845e-05,Gaussian
2,4,100,2.68927e-05,Gaussian
3,4,100,3.36681e-05,Gaussian
4,4,100,4.00979e-05,Gaussian
5,4,100,4.42358e-05,Gaussian
6,4,100,4.75786e-05,Gaussian
7,4,100,5.20093e-05,Gaussian
8,4,100,5.74003e-05,Gaussian
9,4,100,6.07787e-05,Gaussian
10,4,100,6.27392e-05,Gaussian
11,4,100,7.01925e-05,Gaussian
1,4,200,3.1453e-05,Gaussian
2,4,200,4.05415e-05,Gaussian
3,4,200,4.97708e-05,Gaussian
4,4,200,6.11182e-05,Gaussian
5,4,200,0.000108841,Gaussian
6,4,200,0.000107467,Gaussian
7,4,200,7.84969e-05,Gaussian
8,4,200,8.66904e-05,Gaussian
9,4,200,9.38219e-05,Gaussian
10,4,200,9.58331e-05,Gaussian
11,4,200,0.000101294,Gaussian
1,4,400,3.62051e-05,Gaussian
2,4,400,4.74348e-05,Gaussian
3,4,400,5.9865e-05,Gaussian
4,4,400,7.24519e-05,Gaussian
5,4,400,8.20753e-05,Gaussian
6,4,400,8.90211e-05,Gaussian
7,4,400,0.00010668,Gaussian
8,4,400,0.000118676,Gaussian
9,4,400,0.000126905,Gaussian
10,4,400,0.000125835,Gaussian
11,4,400,0.000137398,Gaussian
1,4,800,6.6426e-05,Gaussian
2,4,800,8.95932e-05,Gaussian
3,4,800,0.000111257,Gaussian
4,4,800,0.000132838,Gaussian
5,4,800,0.000152255,Gaussian
6,4,800,0.000168119,Gaussian
7,4,800,0.00017295,Gaussian
8,4,800,0.000189059,Gaussian
9,4,800,0.000202203,Gaussian
10,4,800,0.000210201,Gaussian
11,4,800,0.000225073,Gaussian
1,4,1600,9.42936e-05,Gaussian
2,4,1600,0.000128995,Gaussian
3,4,1600,0.000145803,Gaussian
4,4,1600,0.00017748,Gaussian
5,4,1600,0.000195971,Gaussian
6,4,1600,0.000215388,Gaussian
7,4,1600,0.000232103,Gaussian
8,4,1600,0.000258754,Gaussian
9,4,1600,0.000278767,Gaussian
10,4,1600,0.000288526,Gaussian
11,4,1600,0.000310481,Gaussian
1,4,3200,8.34254e-05,Gaussian
2,4,3200,0.000114302,Gaussian
3,4,3200,0.000138047,Gaussian
4,4,3200,0.000168264,Gaussian
5,4,3200,0.000192846,Gaussian
6,4,3200,0.000209663,Gaussian
7,4,3200,0.000231065,Gaussian
8,4,3200,0.000256858,Gaussian
9,4,3200,0.000281916,Gaussian
10,4,3200,0.000292451,Gaussian
11,4,3200,0.000309502,Gaussian
1,4,6400,0.000107021,Gaussian
2,4,6400,0.000154893,Gaussian
3,4,6400,0.000192445,Gaussian
4,4,6400,0.000239219,Gaussian
5,4,6400,0.000271176,Gaussian
6,4,6400,0.000299621,Gaussian
7,4,6400,0.000328344,Gaussian
8,4,6400,0.000369322,Gaussian
9,4,6400,0.000399276,Gaussian
10,4,6400,0.000416062,Gaussian
11,4,6400,0.000444303,Gaussian
1,4,12800,0.000204383,Gaussian
2,4,12800,0.000298322,Gaussian
3,4,12800,0.000366626,Gaussian
4,4,12800,0.000452601,Gaussian
5,4,12800,0.000495012,Gaussian
6,4,12800,0.000531613,Gaussian
7,4,12800,0.000577816,Gaussian
8,4,12800,0.000634095,Gaussian
9,4,12800,0.000686588,Gaussian
10,4,12800,0.000719538,Gaussian
11,4,12800,0.00076697,Gaussian
1,4,25600,0.000169376,Gaussian
2,4,25600,0.000251871,Gaussian
3,4,25600,0.000337375,Gaussian
4,4,25600,0.000418366,Gaussian
5,4,25600,0.000486231,Gaussian
6,4,25600,0.000537697,Gaussian
7,4,25600,0.000588638,Gaussian
8,4,25600,0.000656752,Gaussian
9,4,25600,0.000711276,Gaussian
10,4,25600,0.000738387,Gaussian
11,4,25600,0.000856989,Gaussian
1,4,51200,0.000281309,Gaussian
2,4,51200,0.000393246,Gaussian
3,4,51200,0.000482744,Gaussian
4,4,51200,0.00057641,Gaussian
5,4,51200,0.000658185,Gaussian
6,4,51200,0.000749375,Gaussian
7,4,51200,0.000775159,Gaussian
8,4,51200,0.000859633,Gaussian
9,4,51200,0.000934926,Gaussian
10,4,51200,0.000972221,Gaussian
11,4,51200,0.00104021,Gaussian
1,4,102400,0.000376389,Gaussian
2,4,102400,0.000500394,Gaussian
3,4,102400,0.000614287,Gaussian
4,4,102400,0.000748351,Gaussian
5,4,102400,0.000837302,Gaussian
6,4,102400,0.000994358,Gaussian
7,4,102400,0.000997026,Gaussian
8,4,102400,0.00110527,Gaussian
9,4,102400,0.00123848,Gaussian
10,4,102400,0.00126507,Gaussian
11,4,102400,0.0013515,Gaussian
1,4,204800,0.000472478,Gaussian
2,4,204800,0.000693772,Gaussian
3,4,204800,0.000933882,Gaussian
4,4,204800,0.00102975,Gaussian
5,4,204800,0.00116319,Gaussian
6,4,204800,0.00128808,Gaussian
7,4,204800,0.00140348,Gaussian
8,4,204800,0.00153896,Gaussian
9,4,204800,0.00167321,Gaussian
10,4,204800,0.00174773,Gaussian
11,4,204800,0.0018582,Gaussian
1,4,409600,0.000433358,Gaussian
2,4,409600,0.000726482,Gaussian
3,4,409600,0.000948507,Gaussian
4,4,409600,0.00114233,Gaussian
5,4,409600,0.0013128,Gaussian
6,4,409600,0.00146941,Gaussian
7,4,409600,0.00163092,Gaussian
8,4,409600,0.00181155,Gaussian
9,4,409600,0.00195777,Gaussian
10,4,409600,0.00205137,Gaussian
11,4,409600,0.00220407,Gaussian
1,4,819200,0.000731497,Gaussian
2,4,819200,0.00111257,Gaussian
3,4,819200,0.00137714,Gaussian
4,4,819200,0.00176816,Gaussian
5,4,819200,0.00186925,Gaussian
6,4,819200,0.00205942,Gaussian
7,4,819200,0.00225291,Gaussian
8,4,819200,0.00249633,Gaussian
9,4,819200,0.00271717,Gaussian
10,4,819200,0.00282517,Gaussian
11,4,819200,0.00301274,Gaussian
